,Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
,FizzySip,1128299,12-12-2021,West,New Mexico,Albuquerque,Coca-Cola,$0.55 ,"6,750","$3,713 ","$1,485 ",40%
,FizzySip,1128299,12-12-2021,West,New Mexico,Albuquerque,Diet Coke,$0.60 ,"6,750","$4,050 ","$1,620 ",40%
,FizzySip,1128299,12-12-2021,West,New Mexico,Albuquerque,Sprite,$0.55 ,"4,750","$2,613 ",$914 ,35%
,FizzySip,1128299,12-12-2021,West,New Mexico,Albuquerque,Fanta,$0.55 ,"4,750","$2,613 ","$1,045 ",40%
,FizzySip,1128299,12-12-2021,West,New Mexico,Albuquerque,Powerade,$0.65 ,"4,000","$2,600 ",$910 ,35%
,FizzySip,1128299,12-12-2021,West,New Mexico,Albuquerque,Dasani Water,$0.70 ,"5,000","$3,500 ",$875 ,25%
x,Sodapop,1185732,09-01-2021,Southeast,Georgia,Atlanta,Coca-Cola,$0.40 ,"10,250","$4,100 ","$1,845 ",45%
,Sodapop,1185732,09-01-2021,Southeast,Georgia,Atlanta,Diet Coke,$0.40 ,"8,250","$3,300 ","$1,155 ",35%
,Sodapop,1185732,09-01-2021,Southeast,Georgia,Atlanta,Sprite,$0.30 ,"8,250","$2,475 ",$619 ,25%
,Sodapop,1185732,09-01-2021,Southeast,Georgia,Atlanta,Fanta,$0.35 ,"6,750","$2,363 ",$709 ,30%
,Sodapop,1185732,09-01-2021,Southeast,Georgia,Atlanta,Powerade,$0.50 ,"7,250","$3,625 ","$1,269 ",35%
,Sodapop,1185732,09-01-2021,Southeast,Georgia,Atlanta,Dasani Water,$0.40 ,"8,250","$3,300 ","$1,650 ",50%
,Sodapop,1185732,07-02-2021,Southeast,Georgia,Atlanta,Coca-Cola,$0.40 ,"10,750","$4,300 ","$1,935 ",45%
,Sodapop,1185732,07-02-2021,Southeast,Georgia,Atlanta,Diet Coke,$0.40 ,"7,250","$2,900 ","$1,015 ",35%
,Sodapop,1185732,07-02-2021,Southeast,Georgia,Atlanta,Sprite,$0.30 ,"7,750","$2,325 ",$581 ,25%
,Sodapop,1185732,07-02-2021,Southeast,Georgia,Atlanta,Fanta,$0.35 ,"6,250","$2,188 ",$656 ,30%
,Sodapop,1185732,07-02-2021,Southeast,Georgia,Atlanta,Powerade,$0.50 ,"7,000","$3,500 ","$1,225 ",35%
,Sodapop,1185732,07-02-2021,Southeast,Georgia,Atlanta,Dasani Water,$0.35 ,"8,000","$2,800 ","$1,400 ",50%
,Sodapop,1185732,05-03-2021,Southeast,Georgia,Atlanta,Coca-Cola,$0.35 ,"10,200","$3,570 ","$1,607 ",45%
,Sodapop,1185732,05-03-2021,Southeast,Georgia,Atlanta,Diet Coke,$0.35 ,"7,000","$2,450 ",$858 ,35%
,Sodapop,1185732,05-03-2021,Southeast,Georgia,Atlanta,Sprite,$0.25 ,"7,250","$1,813 ",$453 ,25%
,Sodapop,1185732,05-03-2021,Southeast,Georgia,Atlanta,Fanta,$0.30 ,"5,750","$1,725 ",$518 ,30%
,Sodapop,1185732,05-03-2021,Southeast,Georgia,Atlanta,Powerade,$0.45 ,"6,250","$2,813 ",$984 ,35%
,Sodapop,1185732,05-03-2021,Southeast,Georgia,Atlanta,Dasani Water,$0.35 ,"7,250","$2,538 ","$1,269 ",50%
,Sodapop,1185732,06-04-2021,Southeast,Georgia,Atlanta,Coca-Cola,$0.35 ,"9,750","$3,413 ","$1,536 ",45%
,Sodapop,1185732,06-04-2021,Southeast,Georgia,Atlanta,Diet Coke,$0.35 ,"6,750","$2,363 ",$827 ,35%
,Sodapop,1185732,06-04-2021,Southeast,Georgia,Atlanta,Sprite,$0.25 ,"6,750","$1,688 ",$422 ,25%
,Sodapop,1185732,06-04-2021,Southeast,Georgia,Atlanta,Fanta,$0.30 ,"6,000","$1,800 ",$540 ,30%
,Sodapop,1185732,06-04-2021,Southeast,Georgia,Atlanta,Powerade,$0.50 ,"6,250","$3,125 ","$1,094 ",35%
,Sodapop,1185732,06-04-2021,Southeast,Georgia,Atlanta,Dasani Water,$0.40 ,"7,750","$3,100 ","$1,550 ",50%
,Sodapop,1185732,05-05-2021,Southeast,Georgia,Atlanta,Coca-Cola,$0.50 ,"10,450","$5,225 ","$2,351 ",45%
,Sodapop,1185732,05-05-2021,Southeast,Georgia,Atlanta,Diet Coke,$0.50 ,"7,500","$3,750 ","$1,313 ",35%
,Sodapop,1185732,05-05-2021,Southeast,Georgia,Atlanta,Sprite,$0.45 ,"7,250","$3,263 ",$816 ,25%
,Sodapop,1185732,05-05-2021,Southeast,Georgia,Atlanta,Fanta,$0.45 ,"6,750","$3,038 ",$911 ,30%
,Sodapop,1185732,05-05-2021,Southeast,Georgia,Atlanta,Powerade,$0.55 ,"7,000","$3,850 ","$1,348 ",35%
,Sodapop,1185732,05-05-2021,Southeast,Georgia,Atlanta,Dasani Water,$0.60 ,"8,000","$4,800 ","$2,400 ",50%
,Sodapop,1185732,07-06-2021,Southeast,Georgia,Atlanta,Coca-Cola,$0.55 ,"10,500","$5,775 ","$2,599 ",45%
,Sodapop,1185732,07-06-2021,Southeast,Georgia,Atlanta,Diet Coke,$0.50 ,"8,000","$4,000 ","$1,400 ",35%
,Sodapop,1185732,07-06-2021,Southeast,Georgia,Atlanta,Sprite,$0.50 ,"7,750","$3,875 ",$969 ,25%
,Sodapop,1185732,07-06-2021,Southeast,Georgia,Atlanta,Fanta,$0.50 ,"7,500","$3,750 ","$1,125 ",30%
,Sodapop,1185732,07-06-2021,Southeast,Georgia,Atlanta,Powerade,$0.65 ,"7,500","$4,875 ","$1,706 ",35%
,Sodapop,1185732,07-06-2021,Southeast,Georgia,Atlanta,Dasani Water,$0.70 ,"9,250","$6,475 ","$3,238 ",50%
,Sodapop,1185732,05-07-2021,Southeast,Georgia,Atlanta,Coca-Cola,$0.65 ,"11,500","$7,475 ","$3,364 ",45%
,Sodapop,1185732,05-07-2021,Southeast,Georgia,Atlanta,Diet Coke,$0.60 ,"9,000","$5,400 ","$1,890 ",35%
,Sodapop,1185732,05-07-2021,Southeast,Georgia,Atlanta,Sprite,$0.55 ,"8,250","$4,538 ","$1,134 ",25%
,Sodapop,1185732,05-07-2021,Southeast,Georgia,Atlanta,Fanta,$0.55 ,"7,750","$4,263 ","$1,279 ",30%
,Sodapop,1185732,05-07-2021,Southeast,Georgia,Atlanta,Powerade,$0.65 ,"8,000","$5,200 ","$1,820 ",35%
,Sodapop,1185732,05-07-2021,Southeast,Georgia,Atlanta,Dasani Water,$0.70 ,"9,750","$6,825 ","$3,413 ",50%
,Sodapop,1185732,06-08-2021,Southeast,Georgia,Atlanta,Coca-Cola,$0.65 ,"11,250","$7,313 ","$3,291 ",45%
,Sodapop,1185732,06-08-2021,Southeast,Georgia,Atlanta,Diet Coke,$0.60 ,"9,000","$5,400 ","$1,890 ",35%
,Sodapop,1185732,06-08-2021,Southeast,Georgia,Atlanta,Sprite,$0.55 ,"8,250","$4,538 ","$1,134 ",25%
,Sodapop,1185732,06-08-2021,Southeast,Georgia,Atlanta,Fanta,$0.45 ,"7,750","$3,488 ","$1,046 ",30%
,Sodapop,1185732,06-08-2021,Southeast,Georgia,Atlanta,Powerade,$0.55 ,"7,500","$4,125 ","$1,444 ",35%
,Sodapop,1185732,06-08-2021,Southeast,Georgia,Atlanta,Dasani Water,$0.60 ,"9,250","$5,550 ","$2,775 ",50%
,Sodapop,1185732,05-09-2021,Southeast,Georgia,Atlanta,Coca-Cola,$0.55 ,"10,250","$5,638 ","$2,537 ",45%
,Sodapop,1185732,05-09-2021,Southeast,Georgia,Atlanta,Diet Coke,$0.50 ,"8,250","$4,125 ","$1,444 ",35%
,Sodapop,1185732,05-09-2021,Southeast,Georgia,Atlanta,Sprite,$0.40 ,"7,250","$2,900 ",$725 ,25%
,Sodapop,1185732,05-09-2021,Southeast,Georgia,Atlanta,Fanta,$0.40 ,"7,000","$2,800 ",$840 ,30%
,Sodapop,1185732,05-09-2021,Southeast,Georgia,Atlanta,Powerade,$0.50 ,"7,000","$3,500 ","$1,225 ",35%
,Sodapop,1185732,05-09-2021,Southeast,Georgia,Atlanta,Dasani Water,$0.55 ,"8,000","$4,400 ","$2,200 ",50%
,Sodapop,1185732,07-10-2021,Southeast,Georgia,Atlanta,Coca-Cola,$0.55 ,"9,750","$5,363 ","$2,413 ",45%
,Sodapop,1185732,07-10-2021,Southeast,Georgia,Atlanta,Diet Coke,$0.45 ,"8,000","$3,600 ","$1,260 ",35%
,Sodapop,1185732,07-10-2021,Southeast,Georgia,Atlanta,Sprite,$0.45 ,"6,750","$3,038 ",$759 ,25%
,Sodapop,1185732,07-10-2021,Southeast,Georgia,Atlanta,Fanta,$0.45 ,"6,500","$2,925 ",$878 ,30%
,Sodapop,1185732,07-10-2021,Southeast,Georgia,Atlanta,Powerade,$0.55 ,"6,500","$3,575 ","$1,251 ",35%
,Sodapop,1185732,07-10-2021,Southeast,Georgia,Atlanta,Dasani Water,$0.60 ,"7,750","$4,650 ","$2,325 ",50%
,Sodapop,1185732,06-11-2021,Southeast,Georgia,Atlanta,Coca-Cola,$0.55 ,"9,250","$5,088 ","$2,289 ",45%
,Sodapop,1185732,06-11-2021,Southeast,Georgia,Atlanta,Diet Coke,$0.45 ,"7,500","$3,375 ","$1,181 ",35%
,Sodapop,1185732,06-11-2021,Southeast,Georgia,Atlanta,Sprite,$0.45 ,"6,950","$3,128 ",$782 ,25%
,Sodapop,1185732,06-11-2021,Southeast,Georgia,Atlanta,Fanta,$0.55 ,"7,500","$4,125 ","$1,238 ",30%
,Sodapop,1185732,06-11-2021,Southeast,Georgia,Atlanta,Powerade,$0.70 ,"7,250","$5,075 ","$1,776 ",35%
,Sodapop,1185732,06-11-2021,Southeast,Georgia,Atlanta,Dasani Water,$0.75 ,"8,250","$6,188 ","$3,094 ",50%
,Sodapop,1185732,05-12-2021,Southeast,Georgia,Atlanta,Coca-Cola,$0.70 ,"10,750","$7,525 ","$3,386 ",45%
,Sodapop,1185732,05-12-2021,Southeast,Georgia,Atlanta,Diet Coke,$0.60 ,"8,750","$5,250 ","$1,838 ",35%
,Sodapop,1185732,05-12-2021,Southeast,Georgia,Atlanta,Sprite,$0.60 ,"8,250","$4,950 ","$1,238 ",25%
,Sodapop,1185732,05-12-2021,Southeast,Georgia,Atlanta,Fanta,$0.60 ,"7,750","$4,650 ","$1,395 ",30%
,Sodapop,1185732,05-12-2021,Southeast,Georgia,Atlanta,Powerade,$0.70 ,"7,750","$5,425 ","$1,899 ",35%
,Sodapop,1185732,05-12-2021,Southeast,Georgia,Atlanta,Dasani Water,$0.75 ,"8,750","$6,563 ","$3,281 ",50%
x,Sodapop,1185732,06-01-2021,Southeast,South Carolina,Charleston,Coca-Cola,$0.35 ,"9,250","$3,238 ","$1,295 ",40%
,Sodapop,1185732,06-01-2021,Southeast,South Carolina,Charleston,Diet Coke,$0.35 ,"7,250","$2,538 ",$888 ,35%
,Sodapop,1185732,06-01-2021,Southeast,South Carolina,Charleston,Sprite,$0.25 ,"7,250","$1,813 ",$725 ,40%
,Sodapop,1185732,06-01-2021,Southeast,South Carolina,Charleston,Fanta,$0.30 ,"5,750","$1,725 ",$690 ,40%
,Sodapop,1185732,06-01-2021,Southeast,South Carolina,Charleston,Powerade,$0.45 ,"6,250","$2,813 ",$984 ,35%
,Sodapop,1185732,06-01-2021,Southeast,South Carolina,Charleston,Dasani Water,$0.35 ,"7,250","$2,538 ","$1,269 ",50%
,Sodapop,1185732,04-02-2021,Southeast,South Carolina,Charleston,Coca-Cola,$0.35 ,"9,750","$3,413 ","$1,365 ",40%
,Sodapop,1185732,04-02-2021,Southeast,South Carolina,Charleston,Diet Coke,$0.35 ,"6,250","$2,188 ",$766 ,35%
,Sodapop,1185732,04-02-2021,Southeast,South Carolina,Charleston,Sprite,$0.25 ,"6,750","$1,688 ",$675 ,40%
,Sodapop,1185732,04-02-2021,Southeast,South Carolina,Charleston,Fanta,$0.30 ,"5,250","$1,575 ",$630 ,40%
,Sodapop,1185732,04-02-2021,Southeast,South Carolina,Charleston,Powerade,$0.45 ,"6,000","$2,700 ",$945 ,35%
,Sodapop,1185732,04-02-2021,Southeast,South Carolina,Charleston,Dasani Water,$0.30 ,"7,000","$2,100 ","$1,050 ",50%
,Sodapop,1185732,02-03-2021,Southeast,South Carolina,Charleston,Coca-Cola,$0.30 ,"9,200","$2,760 ","$1,104 ",40%
,Sodapop,1185732,02-03-2021,Southeast,South Carolina,Charleston,Diet Coke,$0.30 ,"6,000","$1,800 ",$630 ,35%
,Sodapop,1185732,02-03-2021,Southeast,South Carolina,Charleston,Sprite,$0.20 ,"6,250","$1,250 ",$500 ,40%
,Sodapop,1185732,02-03-2021,Southeast,South Carolina,Charleston,Fanta,$0.25 ,"4,750","$1,188 ",$475 ,40%
,Sodapop,1185732,02-03-2021,Southeast,South Carolina,Charleston,Powerade,$0.40 ,"5,250","$2,100 ",$735 ,35%
,Sodapop,1185732,02-03-2021,Southeast,South Carolina,Charleston,Dasani Water,$0.30 ,"6,250","$1,875 ",$938 ,50%
,Sodapop,1185732,03-04-2021,Southeast,South Carolina,Charleston,Coca-Cola,$0.30 ,"8,750","$2,625 ","$1,050 ",40%
,Sodapop,1185732,03-04-2021,Southeast,South Carolina,Charleston,Diet Coke,$0.30 ,"5,750","$1,725 ",$604 ,35%
,Sodapop,1185732,03-04-2021,Southeast,South Carolina,Charleston,Sprite,$0.20 ,"5,750","$1,150 ",$460 ,40%
,Sodapop,1185732,03-04-2021,Southeast,South Carolina,Charleston,Fanta,$0.25 ,"5,000","$1,250 ",$500 ,40%
,Sodapop,1185732,03-04-2021,Southeast,South Carolina,Charleston,Powerade,$0.45 ,"5,250","$2,363 ",$827 ,35%
,Sodapop,1185732,03-04-2021,Southeast,South Carolina,Charleston,Dasani Water,$0.35 ,"6,750","$2,363 ","$1,181 ",50%
,Sodapop,1185732,02-05-2021,Southeast,South Carolina,Charleston,Coca-Cola,$0.45 ,"9,450","$4,253 ","$1,701 ",40%
,Sodapop,1185732,02-05-2021,Southeast,South Carolina,Charleston,Diet Coke,$0.45 ,"6,500","$2,925 ","$1,024 ",35%
,Sodapop,1185732,02-05-2021,Southeast,South Carolina,Charleston,Sprite,$0.40 ,"6,250","$2,500 ","$1,000 ",40%
,Sodapop,1185732,02-05-2021,Southeast,South Carolina,Charleston,Fanta,$0.40 ,"5,750","$2,300 ",$920 ,40%
,Sodapop,1185732,02-05-2021,Southeast,South Carolina,Charleston,Powerade,$0.50 ,"6,000","$3,000 ","$1,050 ",35%
,Sodapop,1185732,02-05-2021,Southeast,South Carolina,Charleston,Dasani Water,$0.55 ,"7,000","$3,850 ","$1,925 ",50%
,Sodapop,1185732,04-06-2021,Southeast,South Carolina,Charleston,Coca-Cola,$0.50 ,"9,500","$4,750 ","$1,900 ",40%
,Sodapop,1185732,04-06-2021,Southeast,South Carolina,Charleston,Diet Coke,$0.45 ,"7,000","$3,150 ","$1,103 ",35%
,Sodapop,1185732,04-06-2021,Southeast,South Carolina,Charleston,Sprite,$0.50 ,"6,750","$3,375 ","$1,350 ",40%
,Sodapop,1185732,04-06-2021,Southeast,South Carolina,Charleston,Fanta,$0.50 ,"6,500","$3,250 ","$1,300 ",40%
,Sodapop,1185732,04-06-2021,Southeast,South Carolina,Charleston,Powerade,$0.65 ,"6,500","$4,225 ","$1,479 ",35%
,Sodapop,1185732,04-06-2021,Southeast,South Carolina,Charleston,Dasani Water,$0.70 ,"8,250","$5,775 ","$2,888 ",50%
,Sodapop,1185732,02-07-2021,Southeast,South Carolina,Charleston,Coca-Cola,$0.65 ,"10,500","$6,825 ","$2,730 ",40%
,Sodapop,1185732,02-07-2021,Southeast,South Carolina,Charleston,Diet Coke,$0.60 ,"8,000","$4,800 ","$1,680 ",35%
,Sodapop,1185732,02-07-2021,Southeast,South Carolina,Charleston,Sprite,$0.55 ,"7,250","$3,988 ","$1,595 ",40%
,Sodapop,1185732,02-07-2021,Southeast,South Carolina,Charleston,Fanta,$0.55 ,"6,750","$3,713 ","$1,485 ",40%
,Sodapop,1185732,02-07-2021,Southeast,South Carolina,Charleston,Powerade,$0.65 ,"7,000","$4,550 ","$1,593 ",35%
,Sodapop,1185732,02-07-2021,Southeast,South Carolina,Charleston,Dasani Water,$0.70 ,"8,750","$6,125 ","$3,063 ",50%
,Sodapop,1185732,03-08-2021,Southeast,South Carolina,Charleston,Coca-Cola,$0.65 ,"10,250","$6,663 ","$2,665 ",40%
,Sodapop,1185732,03-08-2021,Southeast,South Carolina,Charleston,Diet Coke,$0.60 ,"8,000","$4,800 ","$1,680 ",35%
,Sodapop,1185732,03-08-2021,Southeast,South Carolina,Charleston,Sprite,$0.55 ,"7,250","$3,988 ","$1,595 ",40%
,Sodapop,1185732,03-08-2021,Southeast,South Carolina,Charleston,Fanta,$0.45 ,"6,750","$3,038 ","$1,215 ",40%
,Sodapop,1185732,03-08-2021,Southeast,South Carolina,Charleston,Powerade,$0.55 ,"6,500","$3,575 ","$1,251 ",35%
,Sodapop,1185732,03-08-2021,Southeast,South Carolina,Charleston,Dasani Water,$0.60 ,"8,250","$4,950 ","$2,475 ",50%
,Sodapop,1185732,02-09-2021,Southeast,South Carolina,Charleston,Coca-Cola,$0.55 ,"9,250","$5,088 ","$2,035 ",40%
,Sodapop,1185732,02-09-2021,Southeast,South Carolina,Charleston,Diet Coke,$0.50 ,"7,250","$3,625 ","$1,269 ",35%
,Sodapop,1185732,02-09-2021,Southeast,South Carolina,Charleston,Sprite,$0.30 ,"6,250","$1,875 ",$750 ,40%
,Sodapop,1185732,02-09-2021,Southeast,South Carolina,Charleston,Fanta,$0.30 ,"6,000","$1,800 ",$720 ,40%
,Sodapop,1185732,02-09-2021,Southeast,South Carolina,Charleston,Powerade,$0.40 ,"6,000","$2,400 ",$840 ,35%
,Sodapop,1185732,02-09-2021,Southeast,South Carolina,Charleston,Dasani Water,$0.45 ,"7,000","$3,150 ","$1,575 ",50%
,Sodapop,1185732,04-10-2021,Southeast,South Carolina,Charleston,Coca-Cola,$0.45 ,"8,750","$3,938 ","$1,575 ",40%
,Sodapop,1185732,04-10-2021,Southeast,South Carolina,Charleston,Diet Coke,$0.35 ,"7,000","$2,450 ",$858 ,35%
,Sodapop,1185732,04-10-2021,Southeast,South Carolina,Charleston,Sprite,$0.35 ,"5,750","$2,013 ",$805 ,40%
,Sodapop,1185732,04-10-2021,Southeast,South Carolina,Charleston,Fanta,$0.35 ,"5,500","$1,925 ",$770 ,40%
,Sodapop,1185732,04-10-2021,Southeast,South Carolina,Charleston,Powerade,$0.45 ,"5,500","$2,475 ",$866 ,35%
,Sodapop,1185732,04-10-2021,Southeast,South Carolina,Charleston,Dasani Water,$0.50 ,"6,750","$3,375 ","$1,688 ",50%
,Sodapop,1185732,03-11-2021,Southeast,South Carolina,Charleston,Coca-Cola,$0.45 ,"8,250","$3,713 ","$1,485 ",40%
,Sodapop,1185732,03-11-2021,Southeast,South Carolina,Charleston,Diet Coke,$0.35 ,"6,500","$2,275 ",$796 ,35%
,Sodapop,1185732,03-11-2021,Southeast,South Carolina,Charleston,Sprite,$0.40 ,"5,950","$2,380 ",$952 ,40%
,Sodapop,1185732,03-11-2021,Southeast,South Carolina,Charleston,Fanta,$0.60 ,"6,500","$3,900 ","$1,560 ",40%
,Sodapop,1185732,03-11-2021,Southeast,South Carolina,Charleston,Powerade,$0.75 ,"6,250","$4,688 ","$1,641 ",35%
,Sodapop,1185732,03-11-2021,Southeast,South Carolina,Charleston,Dasani Water,$0.75 ,"7,250","$5,438 ","$2,719 ",50%
,Sodapop,1185732,02-12-2021,Southeast,South Carolina,Charleston,Coca-Cola,$0.70 ,"9,750","$6,825 ","$2,730 ",40%
,Sodapop,1185732,02-12-2021,Southeast,South Carolina,Charleston,Diet Coke,$0.60 ,"7,750","$4,650 ","$1,628 ",35%
,Sodapop,1185732,02-12-2021,Southeast,South Carolina,Charleston,Sprite,$0.60 ,"7,250","$4,350 ","$1,740 ",40%
,Sodapop,1185732,02-12-2021,Southeast,South Carolina,Charleston,Fanta,$0.60 ,"6,750","$4,050 ","$1,620 ",40%
,Sodapop,1185732,02-12-2021,Southeast,South Carolina,Charleston,Powerade,$0.70 ,"6,750","$4,725 ","$1,654 ",35%
,Sodapop,1185732,02-12-2021,Southeast,South Carolina,Charleston,Dasani Water,$0.75 ,"7,750","$5,813 ","$2,906 ",50%
x,Sodapop,1185732,13-01-2021,Southeast,North Carolina,Charlotte,Coca-Cola,$0.35 ,"7,750","$2,713 ","$1,085 ",40%
,Sodapop,1185732,13-01-2021,Southeast,North Carolina,Charlotte,Diet Coke,$0.35 ,"5,750","$2,013 ",$704 ,35%
,Sodapop,1185732,13-01-2021,Southeast,North Carolina,Charlotte,Sprite,$0.25 ,"5,750","$1,438 ",$575 ,40%
,Sodapop,1185732,13-01-2021,Southeast,North Carolina,Charlotte,Fanta,$0.30 ,"4,250","$1,275 ",$510 ,40%
,Sodapop,1185732,13-01-2021,Southeast,North Carolina,Charlotte,Powerade,$0.45 ,"4,750","$2,138 ",$748 ,35%
,Sodapop,1185732,13-01-2021,Southeast,North Carolina,Charlotte,Dasani Water,$0.35 ,"5,750","$2,013 ","$1,006 ",50%
,Sodapop,1185732,11-02-2021,Southeast,North Carolina,Charlotte,Coca-Cola,$0.35 ,"8,250","$2,888 ","$1,155 ",40%
,Sodapop,1185732,11-02-2021,Southeast,North Carolina,Charlotte,Diet Coke,$0.35 ,"4,750","$1,663 ",$582 ,35%
,Sodapop,1185732,11-02-2021,Southeast,North Carolina,Charlotte,Sprite,$0.25 ,"5,250","$1,313 ",$525 ,40%
,Sodapop,1185732,11-02-2021,Southeast,North Carolina,Charlotte,Fanta,$0.30 ,"3,750","$1,125 ",$450 ,40%
,Sodapop,1185732,11-02-2021,Southeast,North Carolina,Charlotte,Powerade,$0.45 ,"4,500","$2,025 ",$709 ,35%
,Sodapop,1185732,11-02-2021,Southeast,North Carolina,Charlotte,Dasani Water,$0.30 ,"5,500","$1,650 ",$825 ,50%
,Sodapop,1185732,09-03-2021,Southeast,North Carolina,Charlotte,Coca-Cola,$0.30 ,"7,700","$2,310 ",$924 ,40%
,Sodapop,1185732,09-03-2021,Southeast,North Carolina,Charlotte,Diet Coke,$0.30 ,"4,500","$1,350 ",$473 ,35%
,Sodapop,1185732,09-03-2021,Southeast,North Carolina,Charlotte,Sprite,$0.20 ,"4,750",$950 ,$380 ,40%
,Sodapop,1185732,09-03-2021,Southeast,North Carolina,Charlotte,Fanta,$0.25 ,"3,250",$813 ,$325 ,40%
,Sodapop,1185732,09-03-2021,Southeast,North Carolina,Charlotte,Powerade,$0.40 ,"3,750","$1,500 ",$525 ,35%
,Sodapop,1185732,09-03-2021,Southeast,North Carolina,Charlotte,Dasani Water,$0.30 ,"4,750","$1,425 ",$713 ,50%
,Sodapop,1185732,10-04-2021,Southeast,North Carolina,Charlotte,Coca-Cola,$0.30 ,"7,250","$2,175 ",$870 ,40%
,Sodapop,1185732,10-04-2021,Southeast,North Carolina,Charlotte,Diet Coke,$0.30 ,"4,250","$1,275 ",$446 ,35%
,Sodapop,1185732,10-04-2021,Southeast,North Carolina,Charlotte,Sprite,$0.20 ,"4,250",$850 ,$340 ,40%
,Sodapop,1185732,10-04-2021,Southeast,North Carolina,Charlotte,Fanta,$0.25 ,"3,500",$875 ,$350 ,40%
,Sodapop,1185732,10-04-2021,Southeast,North Carolina,Charlotte,Powerade,$0.45 ,"3,750","$1,688 ",$591 ,35%
,Sodapop,1185732,10-04-2021,Southeast,North Carolina,Charlotte,Dasani Water,$0.35 ,"5,250","$1,838 ",$919 ,50%
,Sodapop,1185732,09-05-2021,Southeast,North Carolina,Charlotte,Coca-Cola,$0.45 ,"7,950","$3,578 ","$1,431 ",40%
,Sodapop,1185732,09-05-2021,Southeast,North Carolina,Charlotte,Diet Coke,$0.45 ,"5,000","$2,250 ",$788 ,35%
,Sodapop,1185732,09-05-2021,Southeast,North Carolina,Charlotte,Sprite,$0.40 ,"4,750","$1,900 ",$760 ,40%
,Sodapop,1185732,09-05-2021,Southeast,North Carolina,Charlotte,Fanta,$0.40 ,"4,250","$1,700 ",$680 ,40%
,Sodapop,1185732,09-05-2021,Southeast,North Carolina,Charlotte,Powerade,$0.50 ,"4,500","$2,250 ",$788 ,35%
,Sodapop,1185732,09-05-2021,Southeast,North Carolina,Charlotte,Dasani Water,$0.55 ,"5,500","$3,025 ","$1,513 ",50%
,Sodapop,1185732,11-06-2021,Southeast,North Carolina,Charlotte,Coca-Cola,$0.50 ,"8,000","$4,000 ","$1,600 ",40%
,Sodapop,1185732,11-06-2021,Southeast,North Carolina,Charlotte,Diet Coke,$0.45 ,"5,500","$2,475 ",$866 ,35%
,Sodapop,1185732,11-06-2021,Southeast,North Carolina,Charlotte,Sprite,$0.50 ,"5,250","$2,625 ","$1,050 ",40%
,Sodapop,1185732,11-06-2021,Southeast,North Carolina,Charlotte,Fanta,$0.50 ,"5,000","$2,500 ","$1,000 ",40%
,Sodapop,1185732,11-06-2021,Southeast,North Carolina,Charlotte,Powerade,$0.65 ,"5,000","$3,250 ","$1,138 ",35%
,Sodapop,1185732,11-06-2021,Southeast,North Carolina,Charlotte,Dasani Water,$0.70 ,"6,750","$4,725 ","$2,363 ",50%
,Sodapop,1185732,09-07-2021,Southeast,North Carolina,Charlotte,Coca-Cola,$0.65 ,"9,000","$5,850 ","$2,340 ",40%
,Sodapop,1185732,09-07-2021,Southeast,North Carolina,Charlotte,Diet Coke,$0.60 ,"6,500","$3,900 ","$1,365 ",35%
,Sodapop,1185732,09-07-2021,Southeast,North Carolina,Charlotte,Sprite,$0.55 ,"5,750","$3,163 ","$1,265 ",40%
,Sodapop,1185732,09-07-2021,Southeast,North Carolina,Charlotte,Fanta,$0.55 ,"5,250","$2,888 ","$1,155 ",40%
,Sodapop,1185732,09-07-2021,Southeast,North Carolina,Charlotte,Powerade,$0.65 ,"5,500","$3,575 ","$1,251 ",35%
,Sodapop,1185732,09-07-2021,Southeast,North Carolina,Charlotte,Dasani Water,$0.70 ,"7,250","$5,075 ","$2,538 ",50%
,Sodapop,1185732,10-08-2021,Southeast,North Carolina,Charlotte,Coca-Cola,$0.65 ,"8,750","$5,688 ","$2,275 ",40%
,Sodapop,1185732,10-08-2021,Southeast,North Carolina,Charlotte,Diet Coke,$0.60 ,"6,500","$3,900 ","$1,365 ",35%
,Sodapop,1185732,10-08-2021,Southeast,North Carolina,Charlotte,Sprite,$0.55 ,"5,750","$3,163 ","$1,265 ",40%
,Sodapop,1185732,10-08-2021,Southeast,North Carolina,Charlotte,Fanta,$0.45 ,"5,250","$2,363 ",$945 ,40%
,Sodapop,1185732,10-08-2021,Southeast,North Carolina,Charlotte,Powerade,$0.55 ,"5,000","$2,750 ",$963 ,35%
,Sodapop,1185732,10-08-2021,Southeast,North Carolina,Charlotte,Dasani Water,$0.60 ,"6,750","$4,050 ","$2,025 ",50%
,Sodapop,1185732,09-09-2021,Southeast,North Carolina,Charlotte,Coca-Cola,$0.55 ,"7,750","$4,263 ","$1,705 ",40%
,Sodapop,1185732,09-09-2021,Southeast,North Carolina,Charlotte,Diet Coke,$0.50 ,"5,750","$2,875 ","$1,006 ",35%
,Sodapop,1185732,09-09-2021,Southeast,North Carolina,Charlotte,Sprite,$0.25 ,"4,750","$1,188 ",$475 ,40%
,Sodapop,1185732,09-09-2021,Southeast,North Carolina,Charlotte,Fanta,$0.25 ,"4,500","$1,125 ",$450 ,40%
,Sodapop,1185732,09-09-2021,Southeast,North Carolina,Charlotte,Powerade,$0.35 ,"4,500","$1,575 ",$551 ,35%
